4275.897461,4336.922852,4444.615234,4615.384277,4026.666504,4141.025391,4318.461426,4300.512695,4463.589844,4288.205078,4357.435547,4252.820313,4414.871582,4269.230469,4281.538574,4258.461426,4406.666504,4409.743652,4403.07666,4382.563965
4280.512695,4306.153809,4444.102539,4612.820313,4015.384521,4143.07666,4319.487305,4302.05127,4463.07666,4253.846191,4364.102539,4254.358887,4413.846191,4271.794922,4284.615234,4275.897461,4410.769043,4409.743652,4407.692383,4382.563965
4276.410156,4288.205078,4447.179199,4604.615234,4016.410156,4143.07666,4317.94873,4304.615234,4464.615234,4204.615234,4373.846191,4258.974121,4408.205078,4267.692383,4288.717773,4287.179199,4410.256348,4406.153809,4407.179199,4380
4277.94873,4290.256348,4450.256348,4598.974121,4006.666504,4146.153809,4317.436035,4329.230469,4467.692383,4168.205078,4377.94873,4265.12793,4410.256348,4266.153809,4289.230469,4300,4404.615234,4411.281738,4402.563965,4373.846191
4277.436035,4293.333008,4447.692383,4602.05127,3978.461426,4148.205078,4324.102539,4348.717773,4466.666504,4164.615234,4369.743652,4267.692383,4417.94873,4265.12793,4291.794922,4312.307617,4405.12793,4420.512695,4400.512695,4366.153809
4271.794922,4277.94873,4450.256348,4605.12793,3980,4148.205078,4328.205078,4343.07666,4465.641113,4168.717773,4369.230469,4272.820313,4418.461426,4256.410156,4291.794922,4318.974121,4402.563965,4417.94873,4400.512695,4364.102539
4272.307617,4253.846191,4455.384277,4606.666504,4002.563965,4150.256348,4326.666504,4335.897461,4470.256348,4182.563965,4378.461426,4276.922852,4413.846191,4246.666504,4291.281738,4322.563965,4398.461426,4409.743652,4398.461426,4355.384277
4277.94873,4254.871582,4453.846191,4607.179199,4008.717773,4148.205078,4329.230469,4337.436035,4475.897461,4200.512695,4378.461426,4276.922852,4416.922852,4250.769043,4296.922852,4331.281738,4404.102539,4410.256348,4394.871582,4340.512695
4280,4282.05127,4449.743652,4606.153809,4006.666504,4146.153809,4330.256348,4337.436035,4480,4212.307617,4373.846191,4281.025391,4419.487305,4260,4300.512695,4338.974121,4407.179199,4414.358887,4389.743652,4336.922852
4280.512695,4302.563965,4446.666504,4611.794922,4006.666504,4153.846191,4330.769043,4332.307617,4484.615234,4225.12793,4375.897461,4289.230469,4409.230469,4260.512695,4300,4340.512695,4401.538574,4414.358887,4385.12793,4327.179199
4283.07666,4318.974121,4450.256348,4616.922852,4007.179443,4151.794922,4335.897461,4330.256348,4481.025391,4231.281738,4379.487305,4291.794922,4397.94873,4261.025391,4295.384277,4344.615234,4401.025391,4415.384277,4387.179199,4314.358887
4286.666504,4334.871582,4451.281738,4611.794922,4011.281982,4142.05127,4334.358887,4329.230469,4475.384277,4239.487305,4381.538574,4295.897461,4391.794922,4270.256348,4292.307617,4346.153809,4407.692383,4416.922852,4392.307617,4311.794922
4289.743652,4344.615234,4447.179199,4608.205078,3998.974365,4149.743652,4330.256348,4326.153809,4476.922852,4244.102539,4378.461426,4307.692383,4388.717773,4277.94873,4296.922852,4341.025391,4408.717773,4417.435547,4391.281738,4308.717773
4287.179199,4347.179199,4450.256348,4603.589844,3977.94873,4159.487305,4334.871582,4325.12793,4479.487305,4252.307617,4374.871582,4315.897461,4390.256348,4275.384277,4297.436035,4344.615234,4403.589844,4422.563965,4387.179199,4303.589844
4288.717773,4342.05127,4453.333008,4597.435547,3989.743408,4156.410156,4342.563965,4325.641113,4477.94873,4278.461426,4374.871582,4321.538574,4391.281738,4271.281738,4298.461426,4354.871582,4405.12793,4430.256348,4388.717773,4299.487305
4297.436035,4344.615234,4447.692383,4595.897461,4016.410156,4155.897461,4349.230469,4321.025391,4475.384277,4297.94873,4374.871582,4328.717773,4392.820313,4273.333008,4301.538574,4353.333008,4409.230469,4429.743652,4395.897461,4301.025391
4304.615234,4349.230469,4439.487305,4590.256348,4022.563965,4161.538574,4351.794922,4314.358887,4469.230469,4313.846191,4374.358887,4331.281738,4394.871582,4268.205078,4296.922852,4346.666504,4405.641113,4426.666504,4397.435547,4296.922852
4317.94873,4344.102539,4436.410156,4581.538574,4016.410156,4163.07666,4345.641113,4311.281738,4460.512695,4331.794922,4375.897461,4330.769043,4394.871582,4257.94873,4294.358887,4346.153809,4400.512695,4427.692383,4400,4288.205078
4345.641113,4337.94873,4433.333008,4576.922852,4011.281982,4159.487305,4337.94873,4310.769043,4454.871582,4337.94873,4378.974121,4333.333008,4393.333008,4261.538574,4306.666504,4352.307617,4400,4420,4408.205078,4292.820313
4373.333008,4338.461426,4422.05127,4571.794922,4016.923096,4161.025391,4342.05127,4309.230469,4453.333008,4346.153809,4376.922852,4336.410156,4395.897461,4271.794922,4314.358887,4362.563965,4399.487305,4408.717773,4407.179199,4294.871582
4378.461426,4341.025391,4414.358887,4563.589844,4024.615234,4166.666504,4345.12793,4309.230469,4450.769043,4349.743652,4373.846191,4340.512695,4403.07666,4278.974121,4304.102539,4368.717773,4392.307617,4407.692383,4397.435547,4293.846191
4369.743652,4337.94873,4413.333008,4559.487305,4004.102539,4169.230469,4343.589844,4310.769043,4445.641113,4350.769043,4377.435547,4350.769043,4403.589844,4283.07666,4298.974121,4369.230469,4385.641113,4410.256348,4398.974121,4293.333008
4371.281738,4338.974121,4400,4555.384277,3978.974365,4170.256348,4349.743652,4303.589844,4442.563965,4355.897461,4376.922852,4363.589844,4401.538574,4284.615234,4304.102539,4373.846191,4385.641113,4406.153809,4400,4288.717773
4373.846191,4346.153809,4385.641113,4542.563965,3994.871582,4171.794922,4355.384277,4300.512695,4440,4351.281738,4372.820313,4367.179199,4402.05127,4281.538574,4305.12793,4383.07666,4386.153809,4404.615234,4385.12793,4289.743652
4371.281738,4330.769043,4382.05127,4525.12793,4022.05127,4174.871582,4356.410156,4305.12793,4438.461426,4352.820313,4375.384277,4366.153809,4398.974121,4277.436035,4303.589844,4386.666504,4387.179199,4411.794922,4373.333008,4288.205078
